MsgOut,BytesOut,MsgIn,BytesIn
0,0,16580,1633260,
0,0,86915,18970045,
17528,2215056,0,0,
80583,22534367,0,0,
0,0,16306,1888372,
0,0,88734,19084048,
16795,1894635,0,0,
82623,23167787,0,0,
0,0,15871,1400217,
0,0,91719,19884687,
18793,1996811,0,0,
84434,23503230,0,0,
0,0,12932,1150642,
0,0,97322,20353026,
11112,1379976,0,0,
92713,24230629,0,0,
0,0,10568,849588,
0,0,99934,20705112,
9071,1008773,0,0,
94991,24640949,0,0,
0,0,8295,678675,
0,0,102974,20912242,
8323,934759,0,0,
95823,24718531,0,0,
0,0,4260,444150,
0,0,107010,21146842,
6809,842887,0,0,
97338,24810478,0,0,
0,0,3215,355243,
0,0,108144,21238926,
4673,412713,0,0,
99475,25240727,0,0,
0,0,0,0,
0,0,0,0,
1,21,0,0,
0,0,0,0,
0,0,1,75,
0,0,0,0,
0,0,0,0,
2,46,0,0,
0,0,1,75,
0,0,1,75,
0,0,0,0,
3,121,0,0,
0,0,2,150,
0,0,1,75,
0,0,0,0,
4,196,0,0,
0,0,2,150,
0,0,2,150,
0,0,0,0,
5,271,0,0,
0,0,9,6427,
0,0,4,1268,
16,15664,0,0,
6,346,0,0,
0,0,153,91173,
0,0,29,12355,
205,172819,0,0,
11,3569,0,0,
0,0,493,291577,
0,0,126,53160,
671,455847,0,0,
62,40824,0,0,
0,0,896,583428,
0,0,412,67928,
1456,825470,0,0,
215,127527,0,0,
0,0,1333,559075,
0,0,1246,496230,
2102,1364846,0,0,
646,240124,0,0,
0,0,2018,777840,
0,0,2433,853131,
2973,1356015,0,0,
1564,874920,0,0,
0,0,3502,1107428,
0,0,3408,1173080,
4335,1573725,0,0,
2439,1239833,0,0,
0,0,4601,1317637,
0,0,4719,1681467,
5919,1898731,0,0,
4577,2001171,0,0,
0,0,4839,1161787,
0,0,6924,2659334,
7494,2356054,0,0,
8339,3156055,0,0,
0,0,5034,741900,
0,0,9635,3751057,
8191,3265387,0,0,
10599,3837661,0,0,
0,0,8211,1294431,
0,0,11071,3906133,
9902,3741800,0,0,
12349,4626049,0,0,
0,0,8580,1793810,
0,0,14810,4184262,
10604,3665914,0,0,
15167,5685705,0,0,
0,0,10795,1860399,
0,0,15805,4887535,
10605,3655013,0,0,
17646,6635500,0,0,
0,0,13437,2472427,
0,0,19486,5337348,
7616,2143912,0,0,
23468,8945178,0,0,
0,0,13461,3006107,
0,0,23573,5779361,
8514,1612836,0,0,
24781,9979313,0,0,
0,0,13531,3193551,
0,0,28680,6690252,
11188,2178712,0,0,
25573,10031551,0,0,
0,0,13233,3531085,
0,0,32160,7455572,
12147,2432401,0,0,
31706,10677398,0,0,
0,0,14419,2030547,
0,0,39726,10408028,
13343,2464117,0,0,
37279,11770267,0,0,
0,0,11575,2272121,
0,0,46092,11342274,
11718,1751442,0,0,
45854,13803538,0,0,
0,0,15517,3097885,
0,0,47758,11796008,
12129,2377451,0,0,
48787,14169287,0,0,
0,0,20342,3753946,
0,0,49132,12382334,
14859,3312949,0,0,
51041,14323695,0,0,
0,0,17206,2537798,
0,0,56671,14618055,
11694,3054016,0,0,
58538,15570854,0,0,
0,0,15983,2256357,
0,0,64506,16040128,
15456,3601124,0,0,
59835,15865383,0,0,
0,0,17840,2694054,
0,0,67612,16374356,
13710,2692304,0,0,
66313,17828951,0,0,
0,0,18666,3441700,
0,0,70232,16555560,
12824,2742208,0,0,
70536,18972914,0,0,
0,0,19527,3795003,
0,0,74053,17097479,
10043,2258607,0,0,
75552,20269992,0,0,
0,0,18738,3233138,
0,0,78875,18568173,
10435,2302933,0,0,
76922,20817942,0,0,
0,0,17959,3260967,
0,0,82366,19177564,
10851,2042831,0,0,
80359,21731047,0,0,
0,0,18510,3194328,
0,0,86531,19865175,
10227,2180129,0,0,
82687,22126497,0,0,
0,0,18717,2850325,
0,0,87607,20539075,
9390,2221840,0,0,
84923,22396307,0,0,
0,0,18783,2489433,
0,0,89675,21185933,
10803,2248453,0,0,
85858,22625270,0,0,
0,0,14743,1063591,
0,0,96134,22844066,
9329,2089685,0,0,
87732,22896774,0,0,
0,0,13845,1035909,
0,0,97250,22926268,
7897,1646723,0,0,
89270,23376424,0,0,
0,0,6473,682867,
0,0,104693,23281387,
4830,1474704,0,0,
92337,23548443,0,0,
0,0,5644,548360,
0,0,105697,23421255,
4336,1051168,0,0,
92934,23976352,0,0,
0,0,5589,510295,
0,0,105753,23459395,
4316,1029340,0,0,
92955,23998255,0,0,
0,0,0,0,
0,0,0,0,
1,21,0,0,
0,0,0,0,
0,0,0,0,
0,0,3,117,
2,42,0,0,
2,46,0,0,
0,0,1,75,
0,0,3,117,
2,42,0,0,
3,121,0,0,
0,0,0,0,
0,0,5,267,
2,42,0,0,
4,196,0,0,
0,0,0,0,
0,0,6,342,
2,42,0,0,
5,271,0,0,
0,0,22,16880,
0,0,8,1460,
41,34653,0,0,
6,346,0,0,
0,0,203,93995,
0,0,43,33947,
304,246062,0,0,
14,5700,0,0,
0,0,517,218441,
0,0,163,76749,
786,441464,0,0,
104,90594,0,0,
0,0,1398,412546,
0,0,399,214893,
1454,626082,0,0,
297,254869,0,0,
0,0,1474,437900,
0,0,1654,603340,
2031,334911,0,0,
1606,1004196,0,0,
0,0,1422,757150,
0,0,2877,872389,
2298,564546,0,0,
3648,1494338,0,0,
0,0,2267,1024621,
0,0,3595,1200961,
3622,1388754,0,0,
4601,1852285,0,0,
0,0,3696,1461190,
0,0,4216,1431200,
5661,2549161,0,0,
5961,2332487,0,0,
0,0,5202,1806662,
0,0,6584,1813902,
8468,3403026,0,0,
6644,2957904,0,0,
0,0,6068,1290018,
0,0,9980,3085088,
7422,2618114,0,0,
11397,5223263,0,0,
0,0,7954,1636100,
0,0,11007,3383199,
7762,2880376,0,0,
14739,6540351,0,0,
0,0,8928,2029148,
0,0,13686,3846652,
8486,3825082,0,0,
16960,7112284,0,0,
0,0,9817,2110937,
0,0,15179,4474691,
7972,3756424,0,0,
19736,8253426,0,0,
0,0,9546,2526658,
0,0,18070,4609924,
8500,4659732,0,0,
22668,8677678,0,0,
0,0,11902,3038170,
0,0,21344,4770018,
9214,3775526,0,0,
24927,10573375,0,0,
0,0,7705,2234313,
0,0,29888,6475074,
11423,3577993,0,0,
27908,11957750,0,0,
0,0,10610,2637660,
0,0,31842,6938206,
11443,2070531,0,0,
35002,14610916,0,0,
0,0,11331,2357901,
0,0,34194,8046114,
9475,2329685,0,0,
40132,15482476,0,0,
0,0,15837,2964113,
0,0,35705,8161835,
6017,2751613,0,0,
46404,16288300,0,0,
0,0,12936,1514606,
0,0,44349,10120779,
5117,2066845,0,0,
51511,18540581,0,0,
0,0,14278,2079226,
0,0,49396,10420414,
7362,3095170,0,0,
52114,18815336,0,0,
0,0,14805,2158355,
0,0,54343,11250327,
8894,3384196,0,0,
53233,19446249,0,0,
0,0,16196,2930676,
0,0,57593,11560987,
8459,2297655,0,0,
57446,21399692,0,0,
0,0,15149,2705171,
0,0,65556,13089222,
6413,1157897,0,0,
62616,23475478,0,0,
0,0,15555,2592971,
0,0,71441,14094741,
8192,1662580,0,0,
66260,24073074,0,0,
0,0,14343,2425343,
0,0,75223,15184051,
8027,1740503,0,0,
68758,24803236,0,0,
0,0,14308,2729380,
0,0,78216,15647318,
8616,1505484,0,0,
73036,25673094,0,0,
0,0,15421,2345009,
0,0,80511,16648261,
10629,1321723,0,0,
77135,26539715,0,0,
0,0,15657,2430631,
0,0,83435,17178657,
6506,1179542,0,0,
83025,27223563,0,0,
0,0,12591,2046225,
0,0,89565,18034323,
4256,922352,0,0,
86735,27945759,0,0,
0,0,12402,1590434,
0,0,90723,18777229,
6653,1020287,0,0,
88385,28213199,0,0,
0,0,9992,801576,
0,0,93953,19662643,
5341,802105,0,0,
91206,28592716,0,0,
0,0,9947,532653,
0,0,95282,20003300,
4255,414647,0,0,
92439,29037507,0,0,
0,0,9553,460343,
0,0,97839,20151967,
898,258664,0,0,
95797,29193565,0,0,
0,0,5226,256360,
0,0,102196,20356944,
542,213630,0,0,
96155,29238749,0,0,
0,0,2349,117739,
0,0,105073,20495565,
295,194785,0,0,
96402,29257594,0,0,
0,0,1828,92854,
0,0,105595,20520525,
132,24776,0,0,
96569,29427761,0,0,
0,0,0,0,
0,0,0,0,
1,21,0,0,
0,0,0,0,
0,0,2,96,
0,0,0,0,
1,21,0,0,
2,46,0,0,
0,0,3,171,
0,0,0,0,
1,21,0,0,
3,121,0,0,
0,0,3,171,
0,0,1,65,
1,21,0,0,
4,196,0,0,
0,0,4,192,
0,0,2,140,
1,21,0,0,
5,271,0,0,
0,0,71,52951,
0,0,7,1367,
78,60214,0,0,
7,367,0,0,
0,0,322,197824,
0,0,53,48323,
364,260734,0,0,
30,16324,0,0,
0,0,778,412094,
0,0,252,190916,
856,462190,0,0,
149,126473,0,0,
0,0,1193,658755,
0,0,982,475998,
1360,276168,0,0,
1378,735706,0,0,
0,0,2552,744522,
0,0,1831,1021257,
2549,695483,0,0,
1467,769679,0,0,
0,0,3388,1118036,
0,0,2916,1354020,
3818,1325828,0,0,
2826,988466,0,0,
0,0,3992,1134052,
0,0,5981,2192375,
4392,911760,0,0,
5845,2230779,0,0,
0,0,5615,1078029,
0,0,7568,2943324,
5312,949758,0,0,
9414,3126226,0,0,
0,0,8482,2024134,
0,0,9091,3086127,
7910,1674804,0,0,
10140,3268636,0,0,
0,0,8551,2857337,
0,0,12560,3641112,
7941,1646117,0,0,
12820,4091386,0,0,
0,0,8346,2955086,
0,0,16776,4864646,
10364,1846338,0,0,
14453,4612659,0,0,
0,0,9251,2465295,
0,0,20458,6567638,
12424,2381390,0,0,
15967,4691497,0,0,
0,0,11413,3083771,
0,0,22404,7001828,
12525,2673577,0,0,
18472,4813390,0,0,
0,0,11743,2511081,
0,0,26241,8536357,
15140,2532142,0,0,
21087,5366353,0,0,
0,0,11614,1865676,
0,0,31263,9990501,
14374,1861602,0,0,
26118,6584642,0,0,
0,0,11107,2234483,
0,0,34920,10391416,
14809,1526957,0,0,
30026,7639836,0,0,
0,0,13086,2621162,
0,0,36353,10637859,
17317,2234641,0,0,
33698,7807096,0,0,
0,0,11616,1562594,
0,0,41324,12437568,
17035,2365153,0,0,
38989,8560263,0,0,
0,0,14795,2273317,
0,0,42401,12672789,
14021,1491255,0,0,
46350,10083950,0,0,
0,0,12137,1025973,
0,0,48372,14685142,
18109,1634553,0,0,
49751,10641781,0,0,
0,0,13661,1284073,
0,0,49239,14744501,
19369,1683727,0,0,
51370,10975398,0,0,
0,0,14987,1623683,
0,0,50280,14803174,
20670,2096578,0,0,
52880,11056996,0,0,
0,0,11250,967004,
0,0,56710,15747556,
23397,2777465,0,0,
54448,11205160,0,0,
0,0,13732,1261278,
0,0,56964,15857644,
23941,2800283,0,0,
57053,11913947,0,0,
0,0,17799,1881373,
0,0,59382,16006516,
24618,3220848,0,0,
59555,12284599,0,0,
0,0,14725,1310293,
0,0,66847,17352033,
25704,2919074,0,0,
63844,13243694,0,0,
0,0,19090,1234438,
0,0,70022,18122352,
25273,3168095,0,0,
68942,13587558,0,0,
0,0,19836,1512740,
0,0,71534,18210872,
26933,3445841,0,0,
69606,13742930,0,0,
0,0,20393,1382811,
0,0,74594,18731496,
28016,3413752,0,0,
70613,14002487,0,0,
0,0,17521,1289489,
0,0,78802,19065834,
22103,2144821,0,0,
77923,15458793,0,0,
0,0,15553,1177705,
0,0,82006,19360630,
21022,2166950,0,0,
79751,15593879,0,0,
0,0,9810,793416,
0,0,88139,19844073,
16231,1224397,0,0,
85650,16636388,0,0,
0,0,8660,485184,
0,0,89376,20165978,
12679,1036589,0,0,
89275,16837421,0,0,
0,0,6898,384324,
0,0,91139,20266913,
8176,415180,0,0,
93779,17458905,0,0,
0,0,4227,231599,
0,0,93811,20419713,
3252,165728,0,0,
98704,17708432,0,0,
0,0,3669,198995,
0,0,94370,20452392,
3250,163642,0,0,
98707,17710593,0,0,
0,0,0,0,
0,0,0,0,
1,21,0,0,
0,0,0,0,
0,0,2,66,
0,0,0,0,
1,21,0,0,
2,46,0,0,
0,0,2,66,
0,0,4,200,
4,216,0,0,
3,91,0,0,
0,0,4,152,
0,0,5,245,
5,247,0,0,
5,221,0,0,
0,0,6,238,
0,0,9,545,
9,537,0,0,
6,296,0,0,
0,0,10,376,
0,0,11,685,
14,740,0,0,
7,371,0,0,
0,0,5,193,
0,0,20,1114,
15,815,0,0,
10,532,0,0,
0,0,8,364,
0,0,21,1189,
12,708,0,0,
16,864,0,0,
0,0,7,343,
0,0,23,1285,
12,708,0,0,
17,939,0,0,
0,0,6,376,
0,0,25,1327,
12,708,0,0,
18,1014,0,0,
0,0,3,171,
0,0,29,1607,
12,708,0,0,
19,1089,0,0,
0,0,107,64413,
0,0,42,6284,
89,34745,0,0,
27,1625,0,0,
0,0,503,216547,
0,0,139,68363,
570,143524,0,0,
100,25826,0,0,
0,0,1100,266090,
0,0,592,292570,
1260,261414,0,0,
503,113469,0,0,
0,0,1458,424088,
0,0,1523,490851,
1621,484117,0,0,
1186,197956,0,0,
0,0,2233,438747,
0,0,2254,888166,
2559,758015,0,0,
1497,280561,0,0,
0,0,2985,861417,
0,0,3142,1002870,
3073,669831,0,0,
2830,780968,0,0,
0,0,4856,911650,
0,0,4500,1594466,
4192,963622,0,0,
4457,1158565,0,0,
0,0,5200,709564,
0,0,6904,2371880,
5846,1228994,0,0,
6528,1784054,0,0,
0,0,5450,823960,
0,0,9753,2727281,
6989,1408137,0,0,
8191,2268851,0,0,
0,0,6881,1337011,
0,0,12422,3010838,
7206,1532980,0,0,
12049,3053631,0,0,
0,0,8810,1778270,
0,0,14582,3632030,
7656,1666368,0,0,
13976,3552482,0,0,
0,0,10272,2092126,
0,0,17461,4571305,
9337,1647433,0,0,
15107,4081141,0,0,
0,0,11613,3080969,
0,0,19652,4989662,
12797,1739833,0,0,
16341,4521799,0,0,
0,0,10296,3654704,
0,0,24079,5834537,
12382,2148430,0,0,
20570,4760722,0,0,
0,0,11553,3998531,
0,0,25737,6915861,
12681,2039315,0,0,
25545,5614449,0,0,
0,0,12548,3373716,
0,0,28358,8558732,
14759,2674735,0,0,
28021,5999671,0,0,
0,0,14523,3382627,
0,0,31045,9372323,
12662,2019480,0,0,
34159,7478647,0,0,
0,0,14170,2567666,
0,0,34588,10867270,
15004,1404912,0,0,
39066,9175402,0,0,
0,0,16495,2687949,
0,0,38729,11357579,
12758,1516240,0,0,
50639,10356273,0,0,
0,0,14847,1177795,
0,0,44474,13498762,
12502,1754780,0,0,
54700,10862924,0,0,
0,0,15531,1558209,
0,0,47095,13916437,
12149,1524381,0,0,
57628,11617176,0,0,
0,0,18905,2021465,
0,0,48211,14069427,
13434,1798828,0,0,
59800,11868702,0,0,
0,0,19119,2181355,
0,0,52427,14668961,
14109,1641083,0,0,
61818,12438532,0,0,
0,0,19398,2998896,
0,0,56213,15076907,
14847,1302503,0,0,
63631,13145039,0,0,
0,0,20508,3097904,
0,0,59600,16345690,
16778,1238484,0,0,
68865,13791581,0,0,
0,0,23684,3273826,
0,0,60775,17100949,
16855,1459983,0,0,
71657,14029485,0,0,
0,0,23339,3368733,
0,0,64518,17887684,
14690,1451456,0,0,
75829,14405203,0,0,
0,0,20560,2659960,
0,0,69462,19321540,
13233,1485201,0,0,
79584,14732320,0,0,
0,0,18763,1606505,
0,0,72684,20726484,
14275,1331657,0,0,
82215,15395539,0,0,
0,0,18095,1441337,
0,0,74604,21178756,
16915,1669671,0,0,
82507,15542841,0,0,
0,0,0,0,
0,0,0,0,
1,21,0,0,
0,0,0,0,
0,0,1,75,
0,0,0,0,
0,0,0,0,
2,46,0,0,
0,0,1,75,
0,0,1,75,
0,0,0,0,
3,121,0,0,
0,0,2,150,
0,0,1,75,
0,0,0,0,
4,196,0,0,
0,0,3,225,
0,0,1,75,
0,0,0,0,
5,271,0,0,
0,0,79,50395,
0,0,5,1257,
96,66014,0,0,
6,346,0,0,
0,0,396,247950,
0,0,70,24940,
412,253886,0,0,
44,24988,0,0,
0,0,1048,604960,
0,0,181,30131,
1046,439760,0,0,
186,115214,0,0,
0,0,1521,982179,
0,0,843,305447,
1822,732668,0,0,
377,218623,0,0,
0,0,2929,1689419,
0,0,1431,519095,
2960,798432,0,0,
1109,580839,0,0,
0,0,4863,2586045,
0,0,2379,831415,
3791,840839,0,0,
1774,880970,0,0,
0,0,6230,2761734,
0,0,4435,2003579,
5017,612561,0,0,
4828,1697204,0,0,
0,0,7894,2557328,
0,0,7585,3497771,
6747,1192413,0,0,
6083,1794527,0,0,
0,0,7328,2843670,
0,0,12076,4382218,
4992,697986,0,0,
12588,3139620,0,0,
0,0,9243,2936261,
0,0,14254,5462794,
6583,1267119,0,0,
14744,3466844,0,0,
0,0,11060,3097598,
0,0,16886,6357432,
6384,673538,0,0,
19019,4690215,0,0,
0,0,11796,2740352,
0,0,21546,7901466,
8420,1209620,0,0,
24738,5100748,0,0,
0,0,13387,3689575,
0,0,24340,8374662,
9219,1639493,0,0,
26982,5362692,0,0,
0,0,12502,3060944,
0,0,29811,10687983,
10505,1811409,0,0,
29061,5735057,0,0,
0,0,10896,2808526,
0,0,35548,12672600,
11235,1497355,0,0,
30924,6380600,0,0,
0,0,15123,3955539,
0,0,37092,13308662,
10812,696708,0,0,
35006,7374978,0,0,
0,0,12048,4718314,
0,0,43672,14528884,
12569,777443,0,0,
37894,7589800,0,0,
0,0,11045,4362321,
0,0,49142,16423410,
17073,1028039,0,0,
42850,7903692,0,0,
0,0,8358,2819688,
0,0,54972,19273382,
11314,1032628,0,0,
52623,8513327,0,0,
0,0,9505,3497125,
0,0,57024,19492506,
19866,1724752,0,0,
57038,9080894,0,0,
0,0,9851,2514389,
0,0,60220,21229314,
14946,1355870,0,0,
68750,10227156,0,0,
0,0,9663,1087419,
0,0,63298,23111156,
9582,1033742,0,0,
76824,11350122,0,0,
0,0,13803,1607315,
0,0,63988,23284128,
9543,1413815,0,0,
80049,11739023,0,0,
0,0,13326,1809446,
0,0,68385,23917393,
11124,1868250,0,0,
81732,11983584,0,0,
0,0,14316,1140612,
0,0,72397,25272217,
10921,1942393,0,0,
85008,12577066,0,0,
0,0,13950,1218970,
0,0,76016,25556148,
16222,2094266,0,0,
86232,13156636,0,0,
0,0,15639,1577335,
0,0,76728,25599424,
16964,2352262,0,0,
87812,13434274,0,0,
0,0,18409,1758877,
0,0,77686,25924842,
16958,1981606,0,0,
91149,14281871,0,0,
0,0,17536,1770708,
0,0,80417,26174387,
16933,2258755,0,0,
93176,14422402,0,0,
0,0,16892,1319974,
0,0,82490,26837618,
10212,875888,0,0,
101713,16110975,0,0,
0,0,12948,1026388,
0,0,87439,27273299,
9243,808195,0,0,
103728,16380676,0,0,
0,0,11552,854978,
0,0,89263,27520929,
7878,802512,0,0,
105399,16480667,0,0,
0,0,9568,678314,
0,0,92072,27736824,
5727,640807,0,0,
107585,16652959,0,0,
0,0,7056,443386,
0,0,94587,27971977,
6415,466515,0,0,
107816,16863886,0,0,
0,0,4150,264462,
0,0,97494,28150976,
5529,405707,0,0,
108703,16924769,0,0,
0,0,3081,215911,
0,0,98667,28202729,
4527,277925,0,0,
109706,17052626,0,0,
0,0,766,31800,
0,0,101230,28394412,
1328,59014,0,0,
112905,17271537,0,0,
0,0,0,0,
0,0,0,0,
1,21,0,0,
0,0,0,0,
0,0,0,0,
0,0,2,96,
1,21,0,0,
2,46,0,0,
0,0,1,75,
0,0,2,96,
1,21,0,0,
3,121,0,0,
0,0,2,150,
0,0,2,96,
1,21,0,0,
4,196,0,0,
0,0,2,150,
0,0,4,246,
2,96,0,0,
5,271,0,0,
0,0,77,43315,
0,0,15,2715,
134,89712,0,0,
6,346,0,0,
0,0,351,210101,
0,0,70,23006,
398,253158,0,0,
128,71686,0,0,
0,0,964,437624,
0,0,423,175427,
916,507950,0,0,
250,157968,0,0,
0,0,1714,635110,
0,0,874,421866,
1259,462915,0,0,
1133,676033,0,0,
0,0,2152,770882,
0,0,1930,695794,
2829,860889,0,0,
2015,1027725,0,0,
0,0,2860,934440,
0,0,2887,1022113,
4436,1784510,0,0,
2858,1257484,0,0,
0,0,3797,1010355,
0,0,5808,1655072,
6061,2091929,0,0,
4230,1975288,0,0,
0,0,5816,1628860,
0,0,7094,1777072,
7673,2408337,0,0,
5244,2416938,0,0,
0,0,6681,2388175,
0,0,8711,2034647,
9133,2933755,0,0,
6739,2721537,0,0,
0,0,7483,2965653,
0,0,12663,2992721,
9975,2562589,0,0,
11053,4212895,0,0,
0,0,8662,3571954,
0,0,15460,3842664,
10019,2758443,0,0,
13616,4941430,0,0,
0,0,10917,4080461,
0,0,18992,4830410,
8173,2622279,0,0,
18097,6056405,0,0,
0,0,9859,2806059,
0,0,24818,6983332,
8835,2394741,0,0,
20777,6907879,0,0,
0,0,9255,3494549,
0,0,27799,7211485,
11370,1850114,0,0,
22873,8115663,0,0,
0,0,9869,4328297,
0,0,29576,7363434,
11913,1592953,0,0,
26048,9116378,0,0,
0,0,9856,4291642,
0,0,32456,8532942,
10275,2065259,0,0,
30024,9507848,0,0,
0,0,7806,2715102,
0,0,37032,11057840,
11836,2638336,0,0,
34134,10176642,0,0,
0,0,11472,3067584,
0,0,37861,11473669,
12489,1703035,0,0,
39522,12004050,0,0,
0,0,14342,2223074,
0,0,40299,12923655,
11290,1746558,0,0,
44220,12619754,0,0,
0,0,14284,1320614,
0,0,42743,14305549,
13259,2160409,0,0,
48115,13376415,0,0,
0,0,13177,1251549,
0,0,46687,14713989,
10587,2084665,0,0,
56364,14566842,0,0,
0,0,12484,1532216,
0,0,49861,14857395,
9067,2462025,0,0,
60015,14994517,0,0,
0,0,12579,1509977,
0,0,53146,15577774,
10093,3149061,0,0,
61443,15272609,0,0,
0,0,18186,2113526,
0,0,55012,15873526,
7996,2157512,0,0,
67991,17297561,0,0,
0,0,22452,2132532,
0,0,58058,16459436,
9283,1789995,0,0,
70028,18636978,0,0,
0,0,20028,1612190,
0,0,63494,17292856,
7731,1745447,0,0,
73646,19393946,0,0,
0,0,26659,1958763,
0,0,63494,17292856,
8686,1596010,0,0,
75096,20017248,0,0,
0,0,28133,2192075,
0,0,63739,17316777,
11249,1917317,0,0,
76516,20121662,0,0,
0,0,20579,2023457,
0,0,73439,17764593,
12628,1959954,0,0,
78275,20567383,0,0,
0,0,21088,2026468,
0,0,74112,17921046,
7941,1184957,0,0,
84086,21640972,0,0,
0,0,19118,1457826,
0,0,77371,18583627,
5906,594434,0,0,
87052,22405126,0,0,
0,0,11898,1117226,
0,0,85008,18971246,
4000,479108,0,0,
89157,22568333,0,0,
0,0,9134,1008164,
0,0,87790,19085130,
2199,204333,0,0,
91960,22888202,0,0,
0,0,4280,777434,
0,0,92645,19315935,
1520,102978,0,0,
92640,22989632,0,0,
0,0,3780,752382,
0,0,93146,19341062,
3141,145767,0,0,
93980,23063764,0,0,
0,0,2468,159366,
0,0,94459,19934153,
3086,137466,0,0,
94036,23072140,0,0,
0,0,1823,129017,
0,0,95104,19964502,
3085,137421,0,0,
94037,23072185,0,0,
0,0,0,0,
0,0,0,0,
1,21,0,0,
0,0,0,0,
0,0,1,75,
0,0,0,0,
0,0,0,0,
2,46,0,0,
0,0,1,75,
0,0,1,75,
0,0,0,0,
3,121,0,0,
0,0,3,171,
0,0,1,75,
0,0,0,0,
4,196,0,0,
0,0,3,225,
0,0,2,96,
0,0,0,0,
5,271,0,0,
0,0,136,72656,
0,0,32,13352,
184,108844,0,0,
8,2432,0,0,
0,0,568,276558,
0,0,100,40208,
557,309261,0,0,
60,19694,0,0,
0,0,1233,608315,
0,0,405,149993,
956,536680,0,0,
404,128912,0,0,
0,0,2300,944568,
0,0,731,439833,
1617,505097,0,0,
1346,630716,0,0,
0,0,3548,1229274,
0,0,1335,605037,
3378,668492,0,0,
1964,883770,0,0,
0,0,5563,1542213,
0,0,2270,1049500,
3190,732172,0,0,
3723,1257915,0,0,
0,0,6044,1451632,
0,0,4818,1953160,
4111,543615,0,0,
6099,1983547,0,0,
0,0,7338,1628036,
0,0,7134,2531852,
4938,822038,0,0,
7253,2143053,0,0,
0,0,7956,1831290,
0,0,11238,3275992,
6408,1092852,0,0,
10077,2510699,0,0,
0,0,7037,2110355,
0,0,14832,3997722,
5910,1585876,0,0,
14302,2970882,0,0,
0,0,7482,1859332,
0,0,16790,5111028,
6236,2464294,0,0,
16633,3368375,0,0,
0,0,7854,2284566,
0,0,19778,5653848,
8642,3214872,0,0,
17384,3780286,0,0,
0,0,8246,1857962,
0,0,23290,7140206,
12563,3876565,0,0,
19003,4463617,0,0,
0,0,10237,1058445,
0,0,27533,8673859,
14603,3298075,0,0,
22440,5870754,0,0,
0,0,10007,1111539,
0,0,30729,9278639,
16434,3370906,0,0,
24328,6335246,0,0,
0,0,12302,1188268,
0,0,33587,10007081,
11939,1999283,0,0,
32292,8202052,0,0,
0,0,11214,1383106,
0,0,40517,10742443,
8782,1561150,0,0,
39901,9415753,0,0,
0,0,14270,1875376,
0,0,42047,11141619,
9111,1328219,0,0,
44772,10652028,0,0,
0,0,8712,1121538,
0,0,50733,12504411,
11442,2200136,0,0,
45472,10735982,0,0,
0,0,8907,1768835,
0,0,54326,12701646,
13905,2476669,0,0,
46529,11288175,0,0,
0,0,12842,2721410,
0,0,55235,12832189,
13929,2684635,0,0,
49528,11932080,0,0,
0,0,11442,2463720,
0,0,59486,13823712,
16482,1931644,0,0,
54468,13380414,0,0,
0,0,13086,1259568,
0,0,63234,15879140,
18485,2200273,0,0,
56975,13576217,0,0,
0,0,15400,1410982,
0,0,65595,16454973,
20858,2496964,0,0,
57676,13623604,0,0,
0,0,17568,2014240,
0,0,66822,16678510,
22056,2161072,0,0,
60786,14460180,0,0,
0,0,16649,1996939,
0,0,70179,17115613,
20128,2277614,0,0,
66585,14836223,0,0,
0,0,15947,1801319,
0,0,73233,17691589,
18743,1437297,0,0,
70209,15973177,0,0,
0,0,10977,1068759,
0,0,79865,18676425,
17185,1001043,0,0,
73919,16597809,0,0,
0,0,12226,1436074,
0,0,79931,18683247,
18279,1175555,0,0,
74394,16627894,0,0,
0,0,13135,1704937,
0,0,80152,18728322,
20051,1416179,0,0,
75286,16671590,0,0,
0,0,14251,1749561,
0,0,81212,18910952,
17319,1185849,0,0,
78611,16965109,0,0,
0,0,9896,968166,
0,0,85834,19749084,
15677,1060779,0,0,
80667,17132275,0,0,
0,0,6751,718183,
0,0,89052,20002386,
15630,943492,0,0,
81239,17269581,0,0,
0,0,7114,673556,
0,0,89599,20079981,
13502,835576,0,0,
83367,17377497,0,0,
0,0,4622,314854,
0,0,92101,20439049,
8168,517510,0,0,
88810,17703012,0,0,
0,0,3335,227323,
0,0,93400,20526968,
6831,436731,0,0,
90148,17783866,0,0,
0,0,0,0,
0,0,0,0,
1,21,0,0,
0,0,0,0,
0,0,0,0,
0,0,1,75,
0,0,0,0,
2,46,0,0,
0,0,2,150,
0,0,1,75,
1,75,0,0,
3,121,0,0,
0,0,3,161,
0,0,2,150,
0,0,0,0,
5,271,0,0,
0,0,8,5330,
0,0,7,2395,
18,16726,0,0,
6,346,0,0,
0,0,80,69448,
0,0,17,7813,
218,189372,0,0,
10,3550,0,0,
0,0,326,168932,
0,0,172,68826,
709,528207,0,0,
79,55535,0,0,
0,0,814,361174,
0,0,312,132282,
1264,837612,0,0,
315,222403,0,0,
0,0,1283,326795,
0,0,826,416958,
2461,1305125,0,0,
632,468052,0,0,
0,0,1986,251356,
0,0,1821,685515,
3611,1746069,0,0,
1045,725059,0,0,
0,0,2491,327557,
0,0,2510,862620,
4657,1831763,0,0,
2119,1513779,0,0,
0,0,3001,742981,
0,0,3680,929088,
5962,2441160,0,0,
3529,2049857,0,0,
